x,y,z,p
20.309424,66.018819,-57.915994,0.0
-32.55697,166.83532,63.454646,0.0
-49.430794,202.14134,165.79723,0.0
-41.801468,275.45098,45.464721,0.0
-42.916547,205.78853,96.36292,0.0
-8.4188327,212.69711,-42.012428,0.0
-23.180861,88.570696,129.94676,0.0
-33.586956,128.89887,204.21849,0.0
-9.292891,268.88355,-56.292071,0.0
-42.04602,203.54968,93.233583,0.0
-46.720336,179.81356,223.9761,0.0
-33.64167,145.02217,97.938998,0.0
52.2527,72.97572,-108.01663,0.0
-39.935803,153.75618,200.11102,0.0
-1.465574,201.09202,-55.404326,0.0
12.244526,153.36828,-71.622113,0.0
22.589067,65.591487,-61.186117,0.0
35.125993,-5.2498536,-38.554638,0.0
-44.279673,243.78584,76.141977,0.0
-48.734734,198.20078,172.6307,0.0
36.844938,207.54349,-135.38249,0.0
-46.436923,179.64251,223.14575,0.0
29.574757,211.50764,-123.314,0.0
-39.190149,208.39454,72.688046,0.0
-48.70808,200.9266,164.42789,0.0
1.9500535,5.8598691,-5.3528022,0.0
-40.895888,170.28239,133.91805,0.0
9.2009403,207.09502,-81.130811,0.0
-29.938592,128.54244,89.665573,0.0
90.784804,100.17591,-174.14224,0.0
11.519696,128.01915,-62.211207,0.0
50.429677,70.368791,-104.02883,0.0
4.7273833,230.07012,-77.910802,0.0
-46.68786,182.66613,205.01778,0.0
-46.067775,178.54153,223.8059,0.0
-41.618647,174.06478,135.35218,0.0
-48.598394,201.38146,162.99897,0.0
-10.660384,287.74149,-57.274846,0.0
-36.656292,183.45919,77.650465,0.0
-12.19239,203.37432,-27.893388,0.0
-38.875596,207.24574,72.481108,0.0
-45.906643,178.23592,223.42206,0.0
53.574031,-66.350237,78.679286,0.0
-20.38236,81.239492,153.88224,0.0
-16.375141,246.72133,-29.265378,0.0
49.562985,69.09908,-102.09439,0.0
-26.568828,146.22841,46.543487,0.0
11.398297,121.27547,-59.738505,0.0
-48.227342,199.38892,164.75756,0.0
-18.078499,205.73015,-11.080952,0.0
-2.7573501,65.814267,-12.132586,7.0
-49.411306,204.88142,169.15018,0.0
74.189786,-70.478551,2.8751375,0.0
75.567479,165.95624,-182.34631,0.0
-48.196738,200.25949,164.38148,0.0
19.327419,62.005325,-54.305673,0.0
92.748544,155.20018,-202.74204,0.0
-27.458331,115.58831,90.106459,0.0
-25.838497,100.77384,144.29781,0.0
44.930395,60.965463,-91.530934,0.0
-47.256811,239.87523,99.61259,0.0
63.681359,164.03991,-163.27766,0.0
-51.972369,239.65568,134.64652,0.0
-18.90841,75.810192,140.18676,0.0
-2.6759825,256.94356,-67.281718,0.0
19.154338,99.028634,-66.911303,0.0
-38.153787,153.94213,148.79284,0.0
-39.88375,268.8973,44.578561,0.0
-20.642615,87.959318,65.833464,0.0
25.886814,175.34925,-103.86581,0.0
-2.5522522,62.583177,-11.543312,7.0
-36.632393,198.81749,67.704601,0.0
-48.143084,200.85359,164.71537,0.0
-14.275607,202.61573,-20.699329,0.0
-46.899895,188.69823,187.67801,0.0
49.176034,-51.806611,17.27926,0.0
-49.186339,196.28776,209.80524,0.0
-22.979113,90.918226,105.57509,0.0
-55.261368,258.9055,140.09409,0.0
-2.9644607,69.779655,-12.429612,7.0
114.19004,131.53521,-220.53794,0.0
-2.5488224,67.898875,-12.951259,7.0
-28.226585,121.39875,89.25521,0.0
12.324745,105.68968,-56.166671,0.0
-3.3760715,216.77773,-53.301446,0.0
-9.0405913,274.76315,-55.509393,0.0
-4.4253123,71.119746,-8.7293996,2.0
125.76986,119.916,-229.69026,0.0
20.877407,66.504284,-58.142127,0.0
-40.518841,203.13898,90.130954,0.0
53.361334,63.545193,-103.92746,0.0
-47.049932,192.65005,180.87618,0.0
-48.637951,195.98463,204.2962,0.0
-37.328933,204.2565,69.839083,0.0
-29.773271,120.28309,212.38508,0.0
64.380898,165.43936,-164.03854,0.0
80.50614,86.621468,-152.00786,0.0
-17.35652,71.048319,132.65398,0.0
-38.189629,172.12428,108.65171,0.0
-31.703688,168.01411,63.672114,0.0
-33.212044,157.35443,84.264931,0.0
4.4292251,193.03832,-64.445822,0.0
-18.604783,74.044421,90.798473,0.0
-41.767647,165.78212,232.16411,0.0
77.834193,199.63738,-197.89891,0.0
-45.911037,183.70339,211.17976,0.0
-52.79104,234.531,156.95454,0.0
-41.635745,165.46758,225.18914,0.0
-14.032327,77.519151,26.100097,0.0
-52.643168,260.24034,122.69499,0.0
-1.0956644,267.66933,-72.28443,0.0
-51.771584,241.68577,137.04654,0.0
-16.662298,66.345186,86.679066,0.0
-44.549426,225.7401,99.106196,0.0
-24.774365,99.588641,112.24839,0.0
-24.758941,114.90567,66.641554,0.0
52.920939,63.217164,-102.8694,0.0
-42.898457,203.86063,109.67157,0.0
-15.975439,63.8397,79.391513,0.0
-36.160581,144.90606,221.20184,0.0
75.966091,89.086157,-146.7749,0.0
78.503372,83.327015,-147.25332,0.0
-24.778297,115.95949,65.840179,0.0
-14.927894,62.859061,124.87697,0.0
66.743184,176.93157,-171.44424,0.0
44.065577,222.61771,-150.27153,0.0
71.827022,168.96267,-176.04404,0.0
97.037795,158.01882,-208.12323,0.0
66.434364,175.99737,-170.48888,0.0
67.762475,179.2804,-173.80448,0.0
-40.838229,163.68913,229.41678,0.0
-37.287397,168.35162,109.04835,0.0
-1.1416197,265.51014,-70.722105,0.0
-10.308253,245.32121,-41.917418,0.0
87.666591,143.12088,-188.11006,0.0
-42.147918,169.04413,227.80724,0.0
25.992573,144.88535,-92.85765,0.0
-17.829035,83.592815,47.777539,0.0
11.223503,116.42994,-56.406755,0.0
-9.7488093,145.97232,-14.758142,0.0
-42.241125,169.71628,228.77673,0.0
81.887206,129.21984,-173.52316,0.0
-1.2375521,128.82133,-32.485575,0.0
-48.428139,197.76317,209.23491,0.0
20.772916,241.32871,-111.73406,0.0
94.131003,153.6235,-201.64509,0.0
-13.640642,90.276976,17.900897,0.0
-42.575184,244.95788,75.669023,0.0
-35.130641,241.70368,42.010458,0.0
-7.1057288,206.88142,-38.917647,0.0
-32.289199,131.4389,148.43853,0.0
0.20176976,43.250633,-12.31434,0.0
-40.116482,174.45693,134.22009,0.0
76.591158,109.19232,-156.66491,0.0
-36.909744,165.27302,113.46032,0.0
-49.094245,252.56799,110.19608,0.0
-9.1087444,46.650175,20.667386,0.0
-2.408666,72.391767,-13.721107,7.0
-23.821537,97.372268,108.66389,0.0
-2.0251452,96.156173,-21.217195,0.0
21.191842,65.057585,-57.414971,0.0
-15.31921,203.87693,-14.567844,0.0
-24.686561,100.9594,114.76107,0.0
-21.799508,89.12808,135.7852,0.0
-41.471784,199.6595,108.18171,0.0
36.126081,172.1397,-118.77983,0.0
-29.181411,121.56969,210.59478,0.0
-29.225656,122.01484,211.09918,0.0
-24.919361,102.16585,116.25344,0.0
-16.460234,78.634455,44.023576,0.0
99.117863,-93.450205,5.345763,0.0
-46.308775,197.03576,173.13212,0.0
-46.729666,199.67744,171.69772,0.0
-16.935582,80.326597,46.118646,0.0
-44.577342,182.94954,209.07272,0.0
14.189403,154.58281,-72.574549,0.0
-38.474205,279.76907,41.601768,0.0
21.383358,65.287797,-57.658925,0.0
-8.4894026,69.389978,6.1800824,0.0
-42.249874,176.24432,175.58008,0.0
-52.1041,245.82692,144.39501,0.0
-18.245032,77.269947,139.80945,0.0
82.159308,126.77194,-171.82429,0.0
-32.083513,177.03085,64.449667,0.0
-7.52601,203.44703,-35.742895,0.0
-16.539611,78.642421,45.216092,0.0
-39.802573,174.51228,135.3056,0.0
76.360465,84.636019,-143.88804,0.0
-35.847769,160.92839,113.72368,0.0
86.335925,103.7274,-166.64708,0.0
-33.332631,144.70158,117.63461,0.0
35.511611,112.97177,-97.256378,0.0
-16.650545,68.36727,95.582383,0.0
-22.562432,93.214213,104.37964,0.0
-21.727991,89.896582,138.30692,0.0
-11.759771,67.265657,22.219706,0.0
-16.962862,193.58378,-5.3798015,0.0
-43.499176,178.7911,225.68381,0.0
-40.584987,201.93204,101.49707,0.0
-19.344485,211.76321,-3.2653306,0.0
-24.180401,100.10631,112.33786,0.0
79.987881,-50.353891,-42.832668,0.0
-13.348048,285.09674,-41.912057,0.0
-13.233557,226.13534,-25.828712,0.0
-26.047714,113.36623,92.763695,0.0
11.137564,155.9296,-66.235653,0.0
-22.585748,100.33068,75.31427,0.0
26.102895,100.43415,-77.337938,0.0
-30.776345,140.47197,95.090497,0.0
-4.1294782,67.644953,-7.1784527,2.0
-37.379736,154.1779,201.0069,0.0
-39.722286,164.37808,193.42961,0.0
-41.341491,243.23199,74.834693,0.0
-28.456076,207.35676,31.918399,2.0
-42.974261,189.71814,146.88194,0.0
-52.449096,248.55675,147.72384,0.0
96.598975,155.56597,-204.27996,0.0
26.663253,208.89875,-111.84269,0.0
20.095392,61.380152,-53.943254,0.0
11.382284,156.53699,-66.788771,0.0
-41.077995,243.76364,73.33832,0.0
11.18433,190.49715,-75.667862,0.0
-51.550484,244.27764,145.69373,0.0
95.823322,154.6147,-202.712,0.0
98.423655,158.53497,-208.01863,0.0
-36.314982,204.14766,72.373336,0.0
-39.648096,177.15489,131.5838,0.0
-42.081506,265.71419,66.612597,0.0
-16.113212,205.58032,-10.924668,0.0
-20.972499,93.438203,70.288837,0.0
-27.182245,121.67924,89.848928,0.0
-41.984212,177.53483,174.62864,0.0
-6.4059196,206.93691,-38.634842,0.0
63.45136,117.0665,-140.45316,0.0
-19.998673,88.885499,68.022872,0.0
-28.76088,229.53419,25.036952,0.0
-33.089058,196.85888,59.467811,0.0
-31.644617,138.5236,113.775,0.0
-50.373567,242.71895,139.09737,0.0
88.422218,131.72462,-181.79934,0.0
-51.023395,242.28647,145.93966,0.0
-32.479799,178.10504,68.787555,0.0
-6.4817352,206.99975,-38.118581,0.0
-21.502237,89.985291,100.97328,0.0
2.9693228,58.809644,-22.170594,0.0
98.524502,159.06322,-207.97086,0.0
-29.476439,140.87723,83.448917,0.0
-3.9556902,66.049687,-6.9305295,2.0
23.992909,176.87985,-96.784097,0.0
-31.626859,173.90683,67.080851,0.0
-27.587891,241.81165,16.952767,0.0
11.60897,77.950931,-44.568776,0.0
-7.9963485,145.56813,-17.210996,0.0
-1.5550349,77.743265,-16.45105,7.0
-41.293106,173.52192,199.99576,0.0
56.111734,153.54792,-143.23244,0.0
-50.935027,244.61011,145.09328,0.0
97.452479,158.3665,-205.61989,0.0
-4.1210267,109.69665,-18.000013,0.0
-23.932327,218.0608,12.569901,0.0
-21.134994,101.30686,60.668228,0.0
-31.758313,176.62635,67.03436,0.0
-30.840808,136.54293,111.49688,0.0
-20.749208,91.679647,75.603634,0.0
106.05116,167.29198,-221.23708,0.0
39.324341,196.10758,-129.67524,0.0
-40.628528,203.9071,106.22677,0.0
-6.9260279,68.947623,1.875593,0.0
-23.743474,100.60361,145.04597,0.0
-23.653057,217.48079,12.321944,0.0
-40.228496,250.54108,69.098289,0.0
54.341948,62.934269,-102.78966,0.0
-40.347485,203.01492,105.29861,0.0
-51.493616,250.31573,145.08624,0.0
-39.7945,168.43598,193.77037,0.0
64.246986,69.478833,-119.09017,0.0
-25.682381,209.34365,22.875205,0.0
112.47072,137.47254,-216.14184,0.0
30.664374,171.69908,-106.67204,0.0
-0.32089251,40.709602,-9.6545829,0.0
-30.664845,257.36681,24.894502,0.0
90.15953,149.167,-190.83204,0.0
-31.590221,177.07139,67.083993,0.0
64.5406,69.835088,-119.52857,0.0
52.841619,-49.670399,3.9663169,0.0
12.211117,100.09038,-51.559356,0.0
-40.632367,239.12031,79.196039,0.0
5.2855011,93.590868,-35.818088,0.0
2.0486932,78.776331,-24.855774,0.0
-21.513147,91.70142,127.71276,0.0
-32.136667,177.09711,71.226355,0.0
-34.575986,199.13745,70.501487,0.0
-19.901174,225.6453,-1.996192,0.0
62.92608,58.393125,-111.42615,0.0
-38.772062,180.72623,124.84414,0.0
-32.044687,184.28234,65.908864,0.0
8.0765076,148.24648,-55.896334,0.0
-21.268584,223.02035,3.5292744,0.0
-26.40215,154.44507,52.697657,0.0
120.65248,118.78584,-217.06563,0.0
-17.688379,196.75606,-0.41833665,0.0
49.733873,230.34208,-157.43135,0.0
-7.3410763,95.350203,-4.0946049,0.0
-26.205507,112.81904,120.35014,0.0
-4.4911942,75.278853,-7.1404469,2.0
-34.959447,163.99527,111.55873,0.0
33.53217,118.79591,-94.322568,0.0
-38.861696,187.69988,115.26835,0.0
-35.078202,164.80434,112.13745,0.0
-21.230673,91.066685,105.97304,0.0
-17.017947,197.10287,-2.3386007,0.0
9.4843228,120.33058,-51.2925,0.0
-33.895679,196.66283,69.535481,0.0
-12.121296,148.24364,-3.9192425,0.0
-34.398836,159.54427,114.69358,0.0
47.054609,169.28186,-132.96327,0.0
-31.64449,182.01422,66.296978,0.0
-26.019208,152.94688,52.3862,0.0
-34.927526,164.45454,112.0488,0.0
79.193703,108.91434,-157.02574,0.0
-35.418267,166.91972,113.45246,0.0
-17.006581,82.703926,50.336139,0.0
95.917216,100.96776,-175.42075,0.0
-34.667088,180.24175,88.713044,0.0
47.788969,221.54539,-150.71764,0.0
-35.508922,177.26649,99.291966,0.0
-17.745851,80.257245,143.32309,0.0
-4.7833054,57.770504,-1.1701648,0.0
-35.308888,160.20882,129.45678,0.0
91.856866,100.52403,-169.68777,0.0
-32.064196,185.20627,67.665199,0.0
-44.366723,196.73373,180.10604,0.0
-23.257923,110.18512,74.652669,0.0
-3.9735371,75.419731,-8.3087692,2.0
-39.118842,248.7694,69.082407,0.0
-0.084526306,192.51461,-47.466565,0.0
1.9188559,269.754,-71.400267,0.0
-39.375673,204.1901,103.10681,0.0
-38.717853,181.06332,130.23203,0.0
12.137477,69.061815,-41.967913,0.0
121.23165,118.5774,-216.66635,0.0
-30.694161,206.86949,48.789785,0.0
-51.333506,248.46978,157.52299,0.0
11.895828,154.47016,-64.583907,0.0
-39.560682,172.10041,200.20999,0.0
-33.909185,160.94187,110.59441,0.0
77.195901,92.007789,-145.89387,0.0
-43.125881,235.57315,102.9286,0.0
19.064064,143.70388,-75.725541,0.0
-28.75094,167.25697,61.118203,0.0
-32.320157,187.61679,69.004338,0.0
24.515938,176.53679,-95.045729,0.0
-19.356749,87.75225,74.158203,0.0
-31.97412,185.60905,68.462369,0.0
14.402383,112.94052,-58.314113,0.0
-0.065354712,64.800178,-15.678697,7.0
-16.141216,227.00923,-11.643167,0.0
-1.038261,190.57724,-43.940579,0.0
2.5199056,197.45684,-54.177494,0.0
15.437683,226.0899,-89.826765,0.0
-31.945382,186.31181,68.502018,0.0
51.214979,225.44488,-156.46704,0.0
41.10906,196.55786,-130.33577,0.0
-21.581436,97.040912,155.99649,0.0
-9.7179084,206.47675,-24.819165,0.0
116.18753,132.03361,-216.0039,0.0
70.990428,175.62963,-171.25545,0.0
-20.946791,94.43153,151.80223,0.0
-19.982273,90.616917,78.988244,0.0
90.039447,138.7669,-183.87162,0.0
-33.071342,242.86469,45.863268,0.0
8.2873756,30.591011,-23.42344,0.0
42.345811,-47.867824,37.972876,0.0
-35.894807,159.49561,233.83801,0.0
-39.132396,183.38334,137.52839,0.0
-18.132822,115.23136,33.628786,0.0
52.110528,235.44788,-160.67184,0.0
44.020632,-36.63754,-6.8452185,0.0
-12.109421,66.835716,29.214253,0.0
-3.4726102,147.22449,-26.720762,0.0
70.022584,103.21979,-140.79816,0.0
198.23656,-215.70069,128.1727,0.0
-24.226544,188.12694,30.011524,0.0
-33.653834,159.64791,115.13497,0.0
-22.651586,217.34916,13.932277,0.0
-20.535513,94.501592,78.059337,0.0
-5.9077194,148.80511,-20.4509,0.0
17.69907,29.213069,-36.897397,0.0
-19.66846,90.930072,73.86432,0.0
-20.258994,93.227732,77.492137,0.0
0.27900674,64.249518,-16.072789,0.0
50.179731,221.25781,-152.68535,0.0
27.664022,-32.580944,40.511925,0.0
-20.800424,93.666798,142.9077,0.0
-33.431946,181.36114,84.393951,0.0
-2.725662,67.01764,-8.9685917,7.0
-32.745537,251.35415,42.21848,0.0
36.159803,160.71347,-110.33877,0.0
-29.066156,170.83565,63.270909,0.0
-12.771145,56.626385,73.654863,0.0
-27.509746,122.88309,174.5724,0.0
-19.715168,90.504474,77.636279,0.0
62.862261,164.28687,-154.10601,0.0
69.250572,171.6231,-166.39155,0.0
-24.144214,109.1845,103.13242,0.0
58.139338,171.77655,-149.41063,0.0
-33.336943,150.16305,221.58378,0.0
50.418561,168.60713,-136.11376,0.0
-44.767777,212.74005,156.32751,0.0
-20.023255,92.370968,77.834615,0.0
-3.1099977,191.95345,-37.776143,0.0
116.48933,133.84864,-216.27492,0.0
-32.298089,143.76342,163.69047,0.0
67.845618,-74.200226,46.987859,0.0
115.38254,133.4907,-214.55625,0.0
-19.89926,92.455463,75.894627,0.0
121.09256,118.74347,-214.74504,0.0
-5.5725563,200.56181,-33.215446,0.0
52.750091,215.17363,-154.50484,0.0
-14.014002,71.185643,147.91475,0.0
-42.54562,273.77229,80.154228,0.0
-38.258624,181.97996,134.99265,0.0
-45.44525,205.93933,197.71436,0.0
65.812766,170.34143,-160.42288,0.0
-11.852644,226.7687,-22.088304,0.0
-29.258613,257.41466,27.237387,0.0
12.150726,217.72644,-79.134557,0.0
0.21204787,57.007249,-13.951511,7.0
-13.836734,198.51657,-8.9641642,0.0
63.783409,165.53857,-155.53656,0.0
-41.58466,225.79934,107.60133,0.0
54.549273,70.142525,-104.59073,0.0
32.163731,153.9817,-100.91087,0.0
-38.175267,181.88754,135.15772,0.0
-18.920391,87.451173,75.139183,0.0
3.097381,62.398642,-21.801023,0.0
-20.161919,94.67927,75.298754,0.0
-18.648144,87.073066,71.483452,0.0
-26.197093,226.95187,26.145069,0.0
-25.592986,114.8322,143.88365,0.0
81.21618,108.5232,-157.38517,0.0
116.42113,134.19376,-215.7092,0.0
-40.08344,184.67255,164.96996,0.0
40.476975,122.03232,-104.35409,0.0
-26.235514,254.98167,17.580376,0.0
42.321781,196.98815,-130.78753,0.0
-49.448653,255.61507,143.70327,0.0
128.07761,130.37216,-228.90062,0.0
50.312861,236.21091,-155.96001,0.0
-3.6440293,201.51878,-37.714796,0.0
-23.335005,194.53112,26.352542,2.0
-1.1602222,185.63996,-40.264887,0.0
-18.003408,187.0943,8.7054203,0.0
-12.454384,57.402296,87.636264,0.0
-18.295129,190.29792,8.8484979,0.0
73.448387,149.4213,-163.33863,0.0
-33.412927,180.46617,89.333718,0.0
-36.194799,172.83742,131.16388,0.0
-19.770344,92.958866,75.937509,0.0
22.433071,142.28598,-79.756378,0.0
-19.844771,93.107157,77.554023,0.0
31.148485,177.20888,-105.13409,0.0
-4.0290324,29.836183,6.0558391,0.0
12.477705,130.42921,-57.583522,0.0
73.321009,136.5618,-157.92322,0.0
-28.909997,209.15114,45.658019,0.0
66.448117,170.50458,-160.42732,0.0
102.48204,160.34715,-208.05688,0.0
-21.539403,99.826151,149.84989,0.0
-34.088847,155.14059,196.49803,0.0
-13.217555,81.519973,28.241612,0.0
34.171641,195.33865,-115.22383,0.0
-33.984246,154.77624,196.30228,0.0
-30.770157,250.41374,38.514998,0.0
-38.472917,210.9414,102.19619,0.0
0.2851571,100.11368,-23.56466,0.0
-36.917039,201.505,99.14673,0.0
-28.698499,130.859,149.17294,0.0
-36.87387,202.68822,97.961915,0.0
-47.425314,254.00997,133.00286,0.0
-37.711736,198.33876,109.90804,0.0
-19.825383,93.395105,79.497712,0.0
4.10319,41.887673,-18.563045,0.0
23.853067,177.39978,-91.176337,0.0
16.406556,216.45107,-86.062062,0.0
58.589121,208.80854,-160.29227,0.0
-29.584424,135.26243,156.83642,0.0
-38.396088,184.37539,144.00827,0.0
-25.825591,118.59355,124.77569,0.0
-30.024978,139.38133,200.86037,0.0
-5.1982289,127.40503,-15.252336,0.0
41.723521,188.29655,-125.99165,0.0
-13.344073,78.631463,31.524693,0.0
-22.201656,109.76671,76.350817,0.0
-37.727227,173.02497,197.71723,0.0
-25.451263,156.81771,55.817852,0.0
78.593503,188.97632,-184.39154,0.0
-0.71331387,189.4646,-40.898943,0.0
-23.082037,196.06264,27.114424,0.0
100.83877,159.93673,-204.79795,0.0
104.85147,158.83525,-209.78106,0.0
-3.8426517,202.43104,-35.752865,0.0
28.857109,238.90124,-115.89018,0.0
57.875429,191.33814,-153.16168,0.0
-15.669644,83.294844,169.90305,0.0
101.31906,160.39966,-205.41116,0.0
-48.184499,253.05035,144.9324,0.0
-35.501531,164.04057,206.5321,0.0
-18.848499,90.296078,74.133042,0.0
-0.6197723,185.16526,-39.774525,0.0
-24.775878,232.38347,22.696259,0.0
-7.5421877,211.31342,-27.432131,0.0
23.06698,176.45147,-88.713801,0.0
44.406659,78.386177,-93.23507,0.0
102.96636,100.69,-180.45783,0.0
-0.55269103,189.61502,-40.773023,0.0
37.738526,181.95904,-116.66983,0.0
5.7746684,244.76465,-68.184609,0.0
11.078605,186.97986,-66.96987,0.0
-0.62799451,186.19763,-39.776992,0.0
-14.050415,74.094728,146.7568,0.0
-19.359123,99.499349,62.128384,0.0
-33.507559,155.77877,199.14999,0.0
-43.830065,205.22024,201.53283,0.0
303.52759,-276.45041,18.294444,0.0
-0.50221557,190.05698,-40.763686,0.0
-19.705411,102.56344,196.97497,0.0
-1.8109877,67.2498,-10.179703,7.0
-46.459464,254.45624,130.59248,0.0
-19.721074,105.50666,212.14261,0.0
0.74150813,103.24203,-24.57867,0.0
-1.9544035,72.573356,-10.944618,7.0
40.080682,168.95719,-116.56135,0.0
-22.413944,113.50464,75.989528,0.0
99.7529,157.32293,-201.23485,0.0
-34.977137,267.49608,54.534368,0.0
-37.167649,233.67948,82.174801,0.0
72.534348,172.3077,-168.33387,0.0
10.776025,166.85002,-61.065109,0.0
-43.861002,207.43073,200.48926,0.0
-24.946232,156.45695,55.762609,0.0
-33.163304,258.4528,50.498742,0.0
-46.086549,255.65038,129.31877,0.0
12.019887,129.07111,-54.705208,0.0
65.608826,70.578834,-117.51166,0.0
-29.051692,196.0524,58.015809,0.0
70.553286,170.66356,-164.31396,0.0
-1.2367193,68.754973,-11.674192,7.0
-24.561609,117.36495,163.33114,0.0
4.7315604,177.80082,-49.636661,0.0
3.8430594,177.78895,-47.558042,0.0
-18.809858,90.82177,79.194929,0.0
-16.685962,216.30586,0.81106612,0.0
-6.8868082,209.12852,-26.947662,0.0
3.2059681,122.1735,-33.937352,0.0
-27.130343,139.31067,246.68531,0.0
-11.064589,249.20514,-23.973614,0.0
-14.059102,66.863048,87.783894,0.0
-36.568178,200.4157,107.26962,0.0
-24.18329,125.0463,224.26805,0.0
-30.613433,147.86142,214.01379,0.0
-23.531668,185.00582,36.424022,0.0
-4.335219,60.370108,-0.73268769,0.0
0.18332028,194.57757,-42.05237,0.0
-26.442201,156.80741,67.027252,0.0
-9.7974437,225.43146,-22.059569,0.0
20.474006,142.11798,-73.885621,0.0
49.225426,99.075864,-107.18746,0.0
-22.945484,186.0299,33.671589,0.0
-1.8033199,79.033103,-12.203149,7.0
-24.509568,158.829,53.562943,0.0
17.876136,26.857469,-35.310466,0.0
-6.4784167,209.53829,-27.695937,0.0
-3.2324444,204.20104,-35.21229,0.0
-11.925525,92.950884,19.002614,0.0
-0.2667588,187.50154,-39.172752,0.0
121.67042,120.5546,-212.31411,0.0
-32.618956,159.77937,239.12773,0.0
-42.113828,205.98462,175.23827,0.0
-9.0032636,69.421834,14.748622,0.0
-1.0974456,70.040631,-12.002102,7.0
10.655943,228.1974,-73.209355,0.0
-22.949316,110.86146,103.31873,0.0
13.247267,154.34054,-62.336406,0.0
-46.590192,250.98289,145.3883,0.0
-3.4665225,269.49198,-48.02701,0.0
-46.408361,250.3608,144.80284,0.0
-1.850333,204.87077,-38.418033,0.0
-12.878222,79.067513,31.445243,0.0
-30.767749,156.1319,113.18328,0.0
-24.221948,153.28304,56.411169,0.0
6.8191237,-7.8119952,10.866125,0.0
-38.01683,184.85186,168.98382,0.0
49.372651,98.522031,-106.76884,0.0
-29.728643,151.21462,109.6208,0.0
-31.520668,156.35667,235.12382,0.0
18.996038,108.86389,-62.177526,0.0
0.65234848,195.90892,-42.467418,0.0
59.422902,98.068773,-120.50075,0.0
-14.343563,228.76846,-7.7896477,0.0
-32.776988,258.90949,52.933047,0.0
-12.239796,171.46055,-1.0381785,0.0
-4.5122,28.746813,10.514009,0.0
66.682301,173.07874,-158.05707,0.0
-16.912551,195.57606,8.9527718,0.0
-34.354767,221.44755,78.838354,0.0
-29.871238,152.65908,110.72939,0.0
-32.805364,269.40774,49.861396,0.0
5.8025059,124.26452,-39.332959,0.0
59.623823,98.426571,-120.73158,0.0
-39.629931,226.06307,113.58664,0.0
-35.897465,175.0161,228.24058,0.0
34.388607,121.52948,-91.479026,0.0
-8.0232702,46.356963,93.881623,0.0
24.448443,80.51828,-63.235653,0.0
-19.024511,92.195759,106.36433,0.0
4.9826867,177.85343,-48.480696,0.0
-36.303005,234.69054,84.150138,0.0
-22.746624,112.8011,97.246797,0.0
-25.642269,258.52487,24.75293,0.0
-4.1278552,204.07972,-31.119415,0.0
-23.728774,218.77306,28.932619,0.0
-45.914171,250.95068,145.55784,0.0
-14.428113,83.803594,169.81871,0.0
25.159965,82.712589,-64.943828,0.0
-33.154516,218.77471,74.788706,0.0
109.38115,160.35424,-212.78581,0.0
-2.3047565,200.17873,-34.950436,0.0
-30.596534,178.96276,85.185005,0.0
72.830253,100.46799,-138.97249,0.0
-23.888358,155.93324,55.105176,0.0
-37.161373,234.02523,90.99941,0.0
-18.487748,92.248991,78.497948,0.0
-28.822641,185.95391,67.899948,0.0
-20.650792,100.95933,121.89874,0.0
62.726824,69.694409,-112.1586,0.0
20.433871,-17.226745,-1.5261304,0.0
47.472782,200.88342,-135.17698,0.0
-6.155674,269.80492,-38.517836,0.0
3.1050366,185.24962,-45.033175,0.0
-28.263494,146.74,104.72582,0.0
16.95907,111.57817,-58.499547,0.0
1.7870665,147.51525,-34.162887,0.0
-0.58938691,36.981136,-5.9413648,0.0
-28.027247,182.42962,65.894356,0.0
-31.223515,158.43665,235.75771,0.0
47.469774,200.40143,-134.83558,0.0
-3.4079799,70.133598,-4.7967238,2.0
-24.473984,209.22798,36.422051,0.0
-19.498839,99.113558,79.037494,0.0
14.900519,59.225901,-41.236916,0.0
36.20553,169.21659,-107.0658,0.0
-18.990788,105.08504,60.875372,0.0
-17.922642,88.483172,90.131083,0.0
-37.231764,194.24822,139.60298,0.0
-27.261659,141.29145,219.50861,0.0
-11.365453,75.794504,26.149189,0.0
-35.782476,176.46459,197.28729,0.0
-17.299697,86.135194,81.048564,2.0
54.205402,218.56887,-150.55031,0.0
25.030965,81.343367,-63.873277,0.0
-39.874449,224.40113,124.8254,0.0
76.792069,173.037,-171.3467,0.0
32.932003,177.53674,-103.20789,0.0
13.619381,128.42271,-55.56678,0.0
118.47568,131.23125,-210.8172,0.0
1.5125382,245.29674,-52.228956,0.0
-9.2254348,59.803656,131.45112,0.0
-42.908081,240.94102,135.41939,0.0
113.87197,162.11858,-218.27961,0.0
-28.357383,184.34951,68.735769,0.0
-1.9330672,200.75947,-34.609414,0.0
16.58357,108.35991,-56.553845,0.0
49.455604,170.1084,-128.75665,0.0
-20.218712,115.08294,62.731052,0.0
6.8223183,70.409192,-29.019532,0.0
-18.562686,92.516456,105.79239,0.0
-16.436229,218.47337,5.0949392,0.0
-32.341565,168.38972,127.99253,0.0
5.0578039,102.09661,-31.786854,7.0
1.8599777,243.13756,-51.794095,0.0
-30.48595,158.78754,236.72096,0.0
29.678527,173.5331,-95.77904,0.0
-14.951954,216.91366,0.84140056,0.0
-27.729813,182.4539,67.65697,0.0
-28.179177,185.62977,68.64059,0.0
-40.472568,229.05874,129.57025,0.0
73.87082,174.17852,-166.70216,0.0
